          id,state,district,crop_year,season,crop_names,area,temp,wind_speed,preasure,humidity,soil ,n ,p,k,production,yield
128616,TamilNadu,Coimbatore,2007,Kharif     ,Urad,123,20.0891473234534,2.05462002178453,1013.73198562701,21.6628926212729,loamy,0,36,0,77,0.626016260162601
128617,TamilNadu,Coimbatore,2007,Rabi       ,Gram,250,20.6148284911013,2.01128638646347,1014.56602507938,20.8577696461165,peaty,6.68,17.368,17.368,279,1.116
128618,TamilNadu,Coimbatore,2007,Rabi       ,Jowar,85,21.3965651527862,2.09249055481137,1013.09651783342,20.1795540224415,peaty,7.656,20.416,10.208,142,1.67058823529411
128619,TamilNadu,Coimbatore,2007,Rabi       ,Maize,8,21.6213737804013,1.97685198174737,1013.86507840397,20.629880342416,loamy,1.148,1.148,0,25,3.125
128620,TamilNadu,Coimbatore,2007,Rabi       ,Rapeseed &Mustard,1,20.4565374150936,2.0491366356031,1015.607319911,20.0387277915471,silt,0,0,0,1,1
128621,TamilNadu,Coimbatore,2007,Rabi       ,Wheat,360,21.3969242807371,2.01413554149382,1015.72839155081,21.2385296038244,loamy,0,0,0,862,2.39444444444444
128622,TamilNadu,Coimbatore,2007,Summer     ,Groundnut,107,20.9365743389785,2.01549263091713,1014.29953480641,20.8582605240055,sandy,0.224,0.28,0,140,1.30841121495327
128623,TamilNadu,Coimbatore,2007,Summer     ,Maize,4,20.9319791368304,1.99876430737644,1015.33305581633,20.2531895275675,sandy,0.5,0,0,5,1.25
128624,TamilNadu,Coimbatore,2007,Whole Year ,Sugarcane,128,20.846799120093,2.07752639492971,1014.71617095654,20.4164003779134,loamy,0,0,0,8201,64.0703125
128625,TamilNadu,Coimbatore,2008,Kharif     ,Arhar/Tur,7900,21.6623658334834,1.98672476781696,1015.49512691978,20.6397732567905,silty,598.552,0,0,3700,0.468354430379746
128626,TamilNadu,Coimbatore,2008,Kharif     ,Bajra,124700,20.9990151570585,2.01437747784739,1015.60481325932,20.6684680258911,clay,7.182,18.354,0,49600,0.397754611066559
128627,TamilNadu,Coimbatore,2008,Kharif     ,Castor seed,200,20.9614911368368,1.98274033934473,1014.98498481043,20.7387403928768,silt,35.742,0,0,100,0.5
128628,TamilNadu,Coimbatore,2008,Kharif     ,Cotton(lint),110700,21.2136566678082,1.98098503299577,1015.90903305035,22.0258288946707,silty,8.74,8.74,0,73100,0.660343270099367
128629,TamilNadu,Coimbatore,2008,Kharif     ,Groundnut,23100,21.4215373782786,2.04567487300165,1015.65693082251,20.9538823309205,peaty,0.615,0.615,0.615,8500,0.367965367965367
128630,TamilNadu,Coimbatore,2008,Kharif     ,Jowar,20900,21.38080212957,1.98444657550855,1014.14308552032,20.8635801856139,silt,38.25,38.25,38.25,13400,0.641148325358851
128631,TamilNadu,Coimbatore,2008,Kharif     ,Maize,32300,21.1768927718154,2.04721167320142,1014.51518174255,21.2003861326918,sandy,0,3.104,0,43700,1.35294117647058
128632,TamilNadu,Coimbatore,2008,Kharif     ,Moong(Green Gram),17900,22.0564735429916,2.03613298588818,1014.81025609872,21.8298203240427,sandy,4.53,11.778,11.778,2900,0.162011173184357
128633,TamilNadu,Coimbatore,2008,Kharif     ,Niger seed,100,20.759907360812,2.01827886730353,1013.72278241223,21.2925831174284,chalky,39.204,104.544,52.272,100,1
128634,TamilNadu,Coimbatore,2008,Kharif     ,Ragi,3000,20.7753759187842,2.0007517760128,1015.31375073141,21.6957886192408,silt,4.284,4.284,0,1700,0.566666666666666
128635,TamilNadu,Coimbatore,2008,Kharif     ,Rice,5400,21.964460581865,2.0920655167354,1013.2781067935,20.9130847506712,sandy,0,0,0,3000,0.555555555555555
128636,TamilNadu,Coimbatore,2008,Kharif     ,Sesamum,5200,20.7132426620555,2.08003558485707,1014.36954824331,20.6811258256729,sandy,1.501,1.501,1.501,800,0.153846153846153
128637,TamilNadu,Coimbatore,2008,Kharif     ,Soyabean,14600,20.7891888307037,2.08036361319008,1014.058628533,21.055750997167,clay,1.728,2.16,0,10600,0.726027397260274
128638,TamilNadu,Coimbatore,2008,Kharif     ,Sugarcane,7900,20.0433494869031,2.09897607846053,1014.90271226663,21.6063780634269,clay,2.65,0,0,442800,56.0506329113924
128639,TamilNadu,Coimbatore,2008,Kharif     ,Sunflower,100,21.3284149073594,1.98120442534363,1015.60294707782,21.2014783889692,loamy,3.496,3.496,0,100,1
128640,TamilNadu,Coimbatore,2008,Kharif     ,Urad,7600,21.1434035741754,2.0475229281068,1013.57772605803,20.6108187410924,chalky,0,0,0,1000,0.131578947368421
128641,TamilNadu,Coimbatore,2008,Rabi       ,Gram,13100,20.3493441449212,1.97261280648399,1015.94892944699,21.3977664583712,peaty,834.164,0,0,10400,0.793893129770992
128642,TamilNadu,Coimbatore,2008,Rabi       ,Jowar,8300,20.1544434464085,2.00427791096196,1015.2087006692,20.1060754514808,silty,4.068,10.396,0,10200,1.2289156626506
128643,TamilNadu,Coimbatore,2008,Rabi       ,Maize,9,21.0957978416937,2.05209786229324,1015.03527086823,21.1651563990482,silt,49.329,0,0,28,3.11111111111111
128644,TamilNadu,Coimbatore,2008,Rabi       ,Wheat,21300,21.3684970861604,1.994876349948,1015.71879493147,20.209943989471,peaty,6.38,6.38,0,36500,1.71361502347417
128645,TamilNadu,Coimbatore,2008,Whole Year ,Sugarcane,7900,20.3744324732968,2.09881988273698,1014.55932580187,21.7753719728604,sandy,0.825,0.825,0.825,442800,56.0506329113924
128646,TamilNadu,Coimbatore,2009,Kharif     ,Arhar/Tur,7200,21.0077019017201,2.02917108668178,1015.65910020245,21.4467814556735,silt,38.25,38.25,38.25,4300,0.597222222222222
128647,TamilNadu,Coimbatore,2009,Kharif     ,Bajra,104900,21.3596616584679,2.01157932761999,1013.1516827131,22.0371508866989,sandy,0,5.184,0,99800,0.951382268827454
128648,TamilNadu,Coimbatore,2009,Kharif     ,Castor seed,300,21.558281408029,1.98156519903856,1013.63523270278,21.217721386112,silty,2.08,5.408,5.408,100,0.333333333333333
128649,TamilNadu,Coimbatore,2009,Kharif     ,Cotton(lint),129300,21.8610393197001,2.06771346687472,1013.36473389242,20.6011636314746,loamy,22.572,60.192,30.096,197700,1.52900232018561
128650,TamilNadu,Coimbatore,2009,Kharif     ,Groundnut,21600,21.3073320183994,1.98076687328537,1014.34390470774,20.2921054298958,peaty,8.876,8.876,0,16700,0.773148148148148
128651,TamilNadu,Coimbatore,2009,Kharif     ,Jowar,24700,20.9262672912098,1.97192616073965,1015.22855494059,21.1077930666687,loamy,0,0,0,30000,1.21457489878542
128652,TamilNadu,Coimbatore,2009,Kharif     ,Maize,37900,20.1211564316798,2.02584507862507,1014.3507697369,20.7634858168698,peaty,0,0,0,85300,2.25065963060686
128653,TamilNadu,Coimbatore,2009,Kharif     ,Moong(Green Gram),20300,21.0420455804442,2.09890152072475,1013.51867374253,21.1522557407949,chalky,1.6,2,0,9700,0.47783251231527
128654,TamilNadu,Coimbatore,2009,Kharif     ,Ragi,2600,20.4963379414993,1.99342904399224,1015.76027262428,21.807445303315,sandy,1.775,0,0,1600,0.615384615384615
128655,TamilNadu,Coimbatore,2009,Kharif     ,Rice,4900,21.5527718757235,2.02323015752649,1013.86527516997,20.1503066771834,loamy,2.484,2.484,0,2400,0.489795918367346
128656,TamilNadu,Coimbatore,2009,Kharif     ,Sesamum,4300,20.1703957808441,1.98455160283461,1014.57333984082,20.9818560920385,silty,0,0,0,1100,0.255813953488372
128657,TamilNadu,Coimbatore,2009,Kharif     ,Soyabean,19900,21.3628941981627,2.10506122071782,1015.45020182311,21.8316669892153,silt,843.64,0,0,18600,0.93467336683417
128658,TamilNadu,Coimbatore,2009,Kharif     ,Sugarcane,4600,20.8955114081466,2.08514705189664,1015.06796364683,21.8921796287894,chalky,6.39,16.33,0,350400,76.1739130434782
128659,TamilNadu,Coimbatore,2009,Kharif     ,Sunflower,100,20.5539835485202,2.03095449118962,1013.52831671063,22.0234225700783,loamy,50.673,0,0,42,0.42
128660,TamilNadu,Coimbatore,2009,Kharif     ,Urad,7800,21.4757921791459,2.0410165088212,1013.73203010002,21.9924200196565,chalky,8.54,8.54,0,3000,0.384615384615384
128661,TamilNadu,Coimbatore,2009,Rabi       ,Gram,20800,22.073257529249,1.98967312359027,1013.24911008511,20.321577548182,silt,2.535,2.535,2.535,21600,1.03846153846153
128662,TamilNadu,Coimbatore,2009,Rabi       ,Jowar,10200,20.1765326381972,2.03483016053456,1013.45226773889,20.8401520435791,sandy,38.25,38.25,38.25,13100,1.28431372549019
128663,TamilNadu,Coimbatore,2009,Rabi       ,Maize,2100,21.699290448777,2.02050901077325,1014.71165172829,21.1803645822649,peaty,0,25.136,0,6500,3.09523809523809
128664,TamilNadu,Coimbatore,2009,Rabi       ,Wheat,28800,21.1509858603438,2.0393672823617,1015.89212832222,20.4970939953376,sandy,7.36,19.136,19.136,59100,2.05208333333333
128665,TamilNadu,Coimbatore,2010,Kharif     ,Arhar/Tur,9200,20.5201953781047,1.97799142464615,1015.6706332125,21.9386970197379,loamy,16.008,42.688,21.344,8200,0.891304347826086
128666,TamilNadu,Coimbatore,2010,Kharif     ,Bajra,109400,21.4299874262348,1.98970152885256,1014.79126633393,21.8569324007087,silt,6.44,6.44,0,171300,1.56581352833638
128667,TamilNadu,Coimbatore,2010,Kharif     ,Castor seed,100,21.1579164729287,2.04709548754601,1015.91400115389,21.4936221598689,peaty,3.304,8.26,3.304,40,0.4
128668,TamilNadu,Coimbatore,2010,Kharif     ,Cotton(lint),133100,20.3527254794238,2.02873496443877,1014.95669236166,21.5104705470057,loamy,0.152,0.152,0.152,335900,2.52366641622839
128669,TamilNadu,Coimbatore,2010,Kharif     ,Groundnut,21100,20.2535327571534,2.10336997377801,1013.52983196787,21.3803927123361,clay,4,5,0,27900,1.32227488151658
128670,TamilNadu,Coimbatore,2010,Kharif     ,Jowar,24500,20.2518210632238,1.98038769465015,1015.89202613565,21.4283856357581,loamy,1.5,0,0,53900,2.2
128671,TamilNadu,Coimbatore,2010,Kharif     ,Maize,46000,20.8341188433822,1.98505058192121,1015.00202848116,21.9356002962923,peaty,10.58,10.58,0,156500,3.40217391304347
128672,TamilNadu,Coimbatore,2010,Kharif     ,Moong(Green Gram),20600,21.0696826394052,2.06226034664677,1015.22968423939,20.9339906975282,loamy,0,0,0,20200,0.980582524271844
128673,TamilNadu,Coimbatore,2010,Kharif     ,Ragi,3000,20.9598797637298,2.0149004763877,1014.80991871062,21.4548276746855,chalky,906.844,0,0,3600,1.2
128674,TamilNadu,Coimbatore,2010,Kharif     ,Rice,5000,20.9818375951843,2.04092846761205,1014.7747548792,21.0360432274407,silty,6.21,15.87,0,6700,1.34
128675,TamilNadu,Coimbatore,2010,Kharif     ,Sesamum,3800,21.3213036422385,1.99391186778018,1013.85537390891,21.1147529825091,sandy,71.064,0,0,1800,0.473684210526315
128676,TamilNadu,Coimbatore,2010,Kharif     ,Soyabean,21100,20.770178213355,2.06605261707556,1013.95312854046,21.2870445572759,peaty,8.46,8.46,0,47100,2.23222748815165
128677,TamilNadu,Coimbatore,2010,Kharif     ,Sugarcane,5300,20.0857101819281,2.03920211953043,1015.10987610576,22.0610150416563,loamy,1.95,1.95,1.95,442600,83.5094339622641
128678,TamilNadu,Coimbatore,2010,Kharif     ,Urad,10200,21.0004120504398,2.0683970693184,1015.16749073506,20.1584548955321,peaty,38.25,38.25,38.25,9700,0.950980392156862
128679,TamilNadu,Coimbatore,2010,Rabi       ,Gram,22600,20.3056017479698,2.10879511574843,1013.14750136188,20.3373457948296,clay,0,14.128,0,20000,0.884955752212389
128680,TamilNadu,Coimbatore,2010,Rabi       ,Jowar,9700,20.997932410593,2.05646122994994,1014.94619621854,20.6761623955784,sandy,10.09,26.234,26.234,16100,1.65979381443298
128681,TamilNadu,Coimbatore,2010,Rabi       ,Maize,2200,20.2153477985859,2.10598344596399,1014.63332533777,20.4384256431715,silty,38.892,103.712,51.856,7200,3.27272727272727
128682,TamilNadu,Coimbatore,2010,Rabi       ,Rapeseed &Mustard,500,21.7309007130624,2.00888244782943,1015.61787012889,21.0032936151674,silt,5.096,5.096,0,200,0.4
128683,TamilNadu,Coimbatore,2010,Rabi       ,Wheat,30300,20.1542044877427,2.02991184481572,1014.47906917452,21.6131997846043,silty,0,0,0,65300,2.15511551155115
128684,TamilNadu,Coimbatore,2011,Kharif     ,Arhar/Tur,7500,20.7108359472356,2.02686563430166,1015.85686128264,20.6963186027579,peaty,0,0,0,4400,0.586666666666666
128685,TamilNadu,Coimbatore,2011,Kharif     ,Bajra,112500,21.100357925003,1.97011378506394,1014.04770309064,20.7612446091301,sandy,3.84,4.8,0,123200,1.09511111111111
128686,TamilNadu,Coimbatore,2011,Kharif     ,Cotton(lint),156200,20.9836282672858,2.024866738945,1015.1121358619,21.768201406119,chalky,2.775,0,0,270100,1.72919334186939
128687,TamilNadu,Coimbatore,2011,Kharif     ,Groundnut,14600,21.9776968011257,2.01029770784541,1013.16510941806,20.2675719792577,chalky,4.531,4.531,0,11700,0.801369863013698
128688,TamilNadu,Coimbatore,2011,Kharif     ,Jowar,22000,21.645694888623,2.01176033761321,1014.09157693725,20.2830926893627,loamy,0,0,0,34500,1.56818181818181
128689,TamilNadu,Coimbatore,2011,Kharif     ,Maize,52700,20.5228585327466,2.09042123101671,1014.81241792038,20.2680795086702,sandy,916.136,0,0,128400,2.43643263757115
128690,TamilNadu,Coimbatore,2011,Kharif     ,Moong(Green Gram),18100,20.9074849624133,2.07390816746062,1014.42815183908,20.8911481913604,clay,9.63,24.61,0,7400,0.408839779005524
128691,TamilNadu,Coimbatore,2011,Kharif     ,Other Kharif pulses,1100,21.9936413860644,2.05299616855495,1015.37253650903,21.0703287527488,loamy,56.07,0,0,500,0.454545454545454
128692,TamilNadu,Coimbatore,2011,Kharif     ,Ragi,800,21.8470931681458,2.10789100856557,1013.70097735758,21.6489389554655,clay,9,9,0,600,0.75
128693,TamilNadu,Coimbatore,2011,Kharif     ,Rice,7900,21.9988705293991,2.05331383818935,1015.04603865862,21.5284505022153,clay,0,0,0,5300,0.670886075949367
128694,TamilNadu,Coimbatore,2011,Kharif     ,Sesamum,1900,20.3207954527103,1.99318798142532,1015.58018649105,20.2786436989052,loamy,38.25,38.25,38.25,700,0.368421052631578
128695,TamilNadu,Coimbatore,2011,Kharif     ,Soyabean,11000,20.8024482215891,2.08819121649021,1013.37690498634,21.5227270895972,sandy,0,23.184,0,17700,1.6090909090909
128696,TamilNadu,Coimbatore,2011,Kharif     ,Urad,5500,20.8477558960652,2.10087191589142,1015.94362384245,22.0693795941187,loamy,5.64,14.664,14.664,2800,0.509090909090909
128697,TamilNadu,Coimbatore,2011,Rabi       ,Gram,25300,21.1003670344134,1.97064094320805,1015.64612636818,20.8000687899059,sandy,41.7,111.2,55.6,22900,0.905138339920948
128698,TamilNadu,Coimbatore,2011,Rabi       ,Jowar,10500,21.08490933244,2.05818475434454,1015.83935945565,21.7593891977006,sandy,7.476,7.476,0,12900,1.22857142857142
128699,TamilNadu,Coimbatore,2011,Rabi       ,Maize,2400,20.5233515816593,2.04320879921162,1013.58629559806,21.0294818249759,peaty,2.1,5.25,2.1,7600,3.16666666666666
128700,TamilNadu,Coimbatore,2011,Rabi       ,Other  Rabi pulses,600,21.5047324448467,2.03934402583976,1014.309255656,21.1549470050828,silt,0,0,0,200,0.333333333333333
128701,TamilNadu,Coimbatore,2011,Rabi       ,Rapeseed &Mustard,1600,21.4028528872217,2.06526832945273,1014.23377395959,20.9947415752692,sandy,3.392,4.24,0,600,0.375
128702,TamilNadu,Coimbatore,2011,Rabi       ,Wheat,34300,21.2321790096691,2.00381673382894,1014.5673562022,20.0268408843069,sandy,2.8,0,0,78600,2.29154518950437
128703,TamilNadu,Coimbatore,2011,Summer     ,Groundnut,5200,20.6958375782485,1.9785636748517,1015.94236017521,21.8454552562552,clay,2.898,2.898,0,7200,1.38461538461538
128704,TamilNadu,Coimbatore,2011,Summer     ,Maize,2100,20.0618919755026,2.02899600174922,1015.48117457228,21.2078625234306,loamy,0,0,0,2400,1.14285714285714
128705,TamilNadu,Coimbatore,2011,Whole Year ,Sugarcane,5200,21.0713495175019,2.05459426402292,1013.36229635086,20.9879999065503,sandy,901.37,0,0,359600,69.1538461538461
128706,TamilNadu,Coimbatore,2012,Kharif     ,Arhar/Tur,8200,21.1740290469177,2.04215426729526,1013.47723575676,20.3500623841341,clay,7.704,19.688,0,4000,0.48780487804878
128707,TamilNadu,Coimbatore,2012,Kharif     ,Bajra,130800,20.8586283586693,2.0851212764834,1014.3577967281,20.5665816446724,clay,50.568,0,0,116100,0.887614678899082
128708,TamilNadu,Coimbatore,2012,Kharif     ,Castor seed,400,20.7766696616104,2.05085328152013,1013.77086172597,22.048836181477,loamy,8.22,8.22,0,40,0.1
128709,TamilNadu,Coimbatore,2012,Kharif     ,Cotton(lint),160500,21.9334727107456,1.99729087861386,1014.36700365445,21.5157915584637,silt,0.465,0.465,0.465,260200,1.62118380062305
128710,TamilNadu,Coimbatore,2012,Kharif     ,Groundnut,15100,21.8321797531969,2.00545138324202,1013.49988475537,20.368136735512,silt,38.25,38.25,38.25,10700,0.708609271523178
128711,TamilNadu,Coimbatore,2012,Kharif     ,Jowar,20400,21.8754838140378,2.0989105326132,1015.46171380688,20.6786185576207,chalky,0,26.832,0,31900,1.56372549019607
128712,TamilNadu,Coimbatore,2012,Kharif     ,Maize,61800,20.3757097091563,1.97461723582912,1015.1294694706,21.662130608891,silt,10.24,26.624,26.624,159700,2.584142394822
128713,TamilNadu,Coimbatore,2012,Kharif     ,Moong(Green Gram),17000,21.3909868598551,1.98711061977339,1015.77166878959,20.3930447645307,sandy,41.496,110.656,55.328,8600,0.505882352941176
128714,TamilNadu,Coimbatore,2012,Kharif     ,Other Kharif pulses,2200,20.2253354410457,1.97385004777395,1014.91544533703,21.4716642035837,sandy,7.84,7.84,0,600,0.272727272727272
128715,TamilNadu,Coimbatore,2012,Kharif     ,Ragi,800,21.4115336023376,1.97111432245146,1014.78651808395,20.5978301159778,silty,7.504,18.76,7.504,1100,1.375
128716,TamilNadu,Coimbatore,2012,Kharif     ,Rice,7700,21.5417827993996,2.04507436513606,1015.74212489869,20.3315827810795,clay,0,0,0,7400,0.961038961038961
128717,TamilNadu,Coimbatore,2012,Kharif     ,Sesamum,2000,21.724347760325,1.97845639872344,1013.22313197615,21.6740585994279,chalky,2.896,3.62,0,1100,0.55
128718,TamilNadu,Coimbatore,2012,Kharif     ,Soyabean,11400,20.0317511872142,2.00551929942067,1013.73193434013,20.5279947804328,silt,3.15,0,0,18300,1.60526315789473
128719,TamilNadu,Coimbatore,2012,Kharif     ,Urad,5300,20.1760844547996,2.0509057728333,1015.76235440031,20.4691633939542,peaty,3.45,3.45,0,2600,0.490566037735849
128720,TamilNadu,Coimbatore,2012,Rabi       ,Gram,37000,20.1181642219935,1.98624686965077,1015.02225048843,20.6810334258811,clay,0,0,0,32300,0.872972972972972
128721,TamilNadu,Coimbatore,2012,Rabi       ,Jowar,16000,21.0486382805624,1.97413756808081,1014.75300578645,21.4581896985966,clay,902.566,0,0,18100,1.13125
128722,TamilNadu,Coimbatore,2012,Rabi       ,Maize,2500,21.6936056962463,2.08895399166972,1014.42528731917,20.3510560575819,loamy,6.516,16.652,0,7700,3.08
128723,TamilNadu,Coimbatore,2012,Rabi       ,Other  Rabi pulses,400,20.8420883138329,1.97643845270318,1014.67800195042,21.504194683483,sandy,59.22,0,0,200,0.5
128724,TamilNadu,Coimbatore,2012,Rabi       ,Wheat,37500,21.8892868060264,2.10157760216899,1014.53787739681,20.4830107049928,loamy,7.68,7.68,0,82400,2.19733333333333
128725,TamilNadu,Coimbatore,2012,Summer     ,Groundnut,5100,21.8834181602678,1.99553542568409,1013.70260587484,21.2223894188053,silt,3.255,3.255,3.255,7500,1.47058823529411
128726,TamilNadu,Coimbatore,2012,Summer     ,Maize,800,22.0403743851344,2.09443027618943,1015.05179804488,21.8184379466444,sandy,38.25,38.25,38.25,900,1.125
128727,TamilNadu,Coimbatore,2012,Whole Year ,Sugarcane,5300,21.5953068109496,2.00737972108505,1014.69762409086,20.8779378513916,peaty,0,28.048,0,434100,81.9056603773584
128728,TamilNadu,Coimbatore,2013,Kharif     ,Arhar/Tur,9000,21.9797515344614,2.06742441807299,1014.42444740381,21.7847467558202,silt,10.5,27.3,27.3,7500,0.833333333333333
128729,TamilNadu,Coimbatore,2013,Kharif     ,Bajra,99900,21.4094228489118,1.97311497979201,1013.17183968997,21.7014363386059,chalky,39.72,105.92,52.96,132900,1.33033033033033
128730,TamilNadu,Coimbatore,2013,Kharif     ,Cotton(lint),173200,20.2055087585914,2.01808995837005,1013.92812544957,21.488579643444,silt,8.008,8.008,0,432700,2.49826789838337
128731,TamilNadu,Coimbatore,2013,Kharif     ,Groundnut,14800,21.1684171445814,2.1064195148313,1014.72309479299,21.0251731929886,clay,5.824,14.56,5.824,14100,0.952702702702702
128732,TamilNadu,Coimbatore,2013,Kharif     ,Jowar,19700,20.0903306934939,1.97242447125967,1015.59070405215,21.9256533784685,sandy,0,0,0,35100,1.78172588832487
128733,TamilNadu,Coimbatore,2013,Kharif     ,Maize,82100,20.2592739893621,2.05025573565526,1015.59430432899,20.1325534824368,peaty,3.008,3.76,0,265100,3.22898903775883
128734,TamilNadu,Coimbatore,2013,Kharif     ,Moong(Green Gram),17000,20.952573523738,2.06499392870398,1013.97211046411,21.2005520726914,silt,2.775,0,0,7700,0.452941176470588
128735,TamilNadu,Coimbatore,2013,Kharif     ,Other Kharif pulses,3300,20.2174558261676,2.01282607150312,1014.03797524354,21.5680235494348,silty,2.921,2.921,0,1000,0.303030303030303
128736,TamilNadu,Coimbatore,2013,Kharif     ,Ragi,800,20.6372127002037,2.01137522497188,1014.03240371145,20.5311041370856,peaty,0,0,0,1300,1.625
128737,TamilNadu,Coimbatore,2013,Kharif     ,Rice,7700,21.7197302413698,2.02257702669361,1015.26996347214,21.6467217057845,silty,928.372,0,0,9700,1.25974025974025
128738,TamilNadu,Coimbatore,2013,Kharif     ,Sesamum,2700,21.068089357304,1.99802205865393,1013.92823432241,21.4547446794485,peaty,6.93,17.71,0,600,0.222222222222222
128739,TamilNadu,Coimbatore,2013,Kharif     ,Soyabean,12000,20.4196720324732,2.02714745258807,1014.80077052695,20.9626376905402,peaty,52.08,0,0,16200,1.35
128740,TamilNadu,Coimbatore,2013,Kharif     ,Sunflower,100,20.1056847671219,2.01037875265529,1015.05567787975,21.3161013349581,loamy,8.6,8.6,0,100,1
128741,TamilNadu,Coimbatore,2013,Kharif     ,Urad,6000,20.7311830807995,2.04557717302418,1015.52017509193,20.1283437112082,silty,2.16,2.16,2.16,3400,0.566666666666666
128742,TamilNadu,Coimbatore,2013,Rabi       ,Gram,42300,21.7052468893902,2.10463829169056,1013.56486973573,21.1539516220848,clay,38.25,38.25,38.25,53260,1.25910165484633
128743,TamilNadu,Coimbatore,2013,Rabi       ,Jowar,19200,20.5628543584667,1.97127584408358,1013.02626598466,21.0851793765021,loamy,0,20.08,0,26700,1.390625
128744,TamilNadu,Coimbatore,2013,Rabi       ,Maize,2900,20.22798511765,2.08281432542772,1013.61179722437,21.0970681535639,clay,3.13,8.138,8.138,5900,2.03448275862068
128745,TamilNadu,Coimbatore,2013,Rabi       ,Other  Rabi pulses,700,21.9717082145997,2.04499018906298,1013.15167446433,21.1734479672601,loamy,38.688,103.168,51.584,400,0.571428571428571
128746,TamilNadu,Coimbatore,2013,Rabi       ,Wheat,47200,21.0220062048463,1.99935222038259,1013.49539375492,21.2617339907453,loamy,7.588,7.588,0,77500,1.64194915254237
128747,TamilNadu,Coimbatore,2013,Summer     ,Groundnut,5100,20.5843255567603,1.98670877759702,1014.69436405303,21.6794926525274,silty,1.596,3.99,1.596,9600,1.88235294117647
128748,TamilNadu,Coimbatore,2013,Summer     ,Maize,900,20.620523150074,1.98175949799426,1015.97529608063,21.3877751789935,peaty,0,0,0,1000,1.11111111111111
128749,TamilNadu,Coimbatore,2013,Whole Year ,Sugarcane,6500,22.0149020788594,1.98220667294621,1014.55494874636,21.3015838682013,chalky,2.8,3.5,0,536900,82.6
128750,TamilNadu,Coimbatore,2014,Kharif     ,Arhar/Tur,11600,21.6986024748319,1.98894225195002,1015.74551721821,20.5505276306674,peaty,2.525,0,0,5200,0.448275862068965
128751,TamilNadu,Coimbatore,2014,Kharif     ,Bajra,116800,22.0350230142808,2.10003261171564,1014.72116916647,20.8764792781002,loamy,3.91,3.91,0,97500,0.834760273972602
128752,TamilNadu,Coimbatore,2014,Kharif     ,Castor seed,400,20.9841491420235,2.04058701915699,1014.34379799788,20.7346420459395,silty,0,0,0,100,0.25
128753,TamilNadu,Coimbatore,2014,Kharif     ,Cotton(lint),209900,20.3383364679578,1.99351547019599,1013.80676371839,20.6507304340987,sandy,920.828,0,0,258200,1.23010957598856
128754,TamilNadu,Coimbatore,2014,Kharif     ,Groundnut,15100,20.94649110101,2.0251511692634,1014.81665318186,20.8743525607355,silt,7.992,20.424,0,9100,0.602649006622516
128755,TamilNadu,Coimbatore,2014,Kharif     ,Jowar,19800,21.8535640962769,2.08128372417761,1015.39113952806,20.0777807980675,sandy,40.908,0,0,23500,1.18686868686868
128756,TamilNadu,Coimbatore,2014,Kharif     ,Maize,89600,20.7635057854175,1.99750719579198,1015.32271009169,21.6261812819071,loamy,7.66,7.66,0,178200,1.98883928571428
128757,TamilNadu,Coimbatore,2014,Kharif     ,Moong(Green Gram),18400,21.6078804642098,2.10229972950474,1015.44978600908,21.3445974258267,peaty,0.975,0.975,0.975,6500,0.353260869565217
128758,TamilNadu,Coimbatore,2014,Kharif     ,Other Kharif pulses,1600,21.4354093339641,2.04900102011121,1015.52695571524,20.1059227001829,peaty,38.25,38.25,38.25,600,0.375
128759,TamilNadu,Coimbatore,2014,Kharif     ,Ragi,1000,21.2003986893628,1.97964893870303,1013.12145796857,21.1418987381293,peaty,0,15.712,0,1300,1.3
128760,TamilNadu,Coimbatore,2014,Kharif     ,Rice,100,21.9979984862996,1.98224414779113,1015.0853476725,21.4451246372904,clay,3.61,9.386,9.386,0,0
128761,TamilNadu,Coimbatore,2014,Kharif     ,Sesamum,2800,20.1025977323439,2.05950866690153,1014.74192260359,21.4462673568222,loamy,37.704,100.544,50.272,900,0.321428571428571
128762,TamilNadu,Coimbatore,2014,Kharif     ,Soyabean,15500,20.5230782358187,2.0079249649735,1013.28092934644,20.8651144464806,silty,4.62,4.62,0,20000,1.29032258064516
128763,TamilNadu,Coimbatore,2014,Rabi       ,Gram,22300,21.9722309613371,2.04907488630049,1015.49920314331,21.6807835076098,loamy,2.422,6.055,2.422,17800,0.798206278026905
128764,TamilNadu,Coimbatore,2014,Rabi       ,Jowar,11000,20.4506486027103,2.02839202806865,1013.89911729688,20.3311181136676,silty,0,0,0,14800,1.34545454545454
128765,TamilNadu,Coimbatore,2014,Rabi       ,Maize,10400,21.7774902596493,2.09039377785073,1014.40695813692,21.9632243360927,chalky,2.288,2.86,0,37400,3.59615384615384
128766,TamilNadu,Coimbatore,2014,Rabi       ,Other  Rabi pulses,900,21.5285062701331,2.052122527005,1015.65191719477,21.1753658123236,silty,2.1,0,0,200,0.222222222222222
128767,TamilNadu,Coimbatore,2014,Rabi       ,Wheat,36000,20.800985420205,2.04517555283062,1013.22866833749,20.0366354576688,silt,1.771,1.771,0,65700,1.825
128768,TamilNadu,Coimbatore,2014,Summer     ,Groundnut,5200,21.0687006067332,2.00822019445704,1015.33773631214,21.6072335646461,sandy,0,0,0,8500,1.63461538461538
128769,TamilNadu,Coimbatore,2014,Summer     ,Maize,600,21.6069372597352,2.10380074895847,1014.23793562878,22.071242964718,chalky,890.974,0,0,600,1
